raw offset	Play89_2.dmp	Play89_3.dmp	Play89_4.dmp	Play89_5.dmp
01A3BDF1h:	31	38	2E	00
01A3BDF3h:	31	2C	38	00
01A3BDF5h:	31	30	35	01
01A3BDF6h:	31	2E	35	00
01A3BDF8h:	31	39	2C	1D
01A3BDF9h:	31	38	2D	FE
01A3BDFBh:	31	39	2E	4E
01A3BDFCh:	31	39	34	00
01A3BDFDh:	31	2C	34	00
01A3BDFEh:	32	2D	37	00
01A3BE0Ah:	31	37	2C	8D
01A3BE0Ch:	31	34	32	00
01A3BE0Dh:	31	36	2E	00
01A3BE0Eh:	31	37	33	00
01A3BE0Fh:	31	2C	35	00
01A3BE10h:	31	2D	30	00
01A3BE11h:	31	30	34	00
01A3BE16h:	31	30	2E	00
01A3BE1Ah:	31	2D	34	00
01A3BE1Ch:	31	2C	35	00
01A3BE22h:	31	2D	2C	00
01A3BE25h:	31	36	2C	00
01A3BE26h:	31	34	2D	00
01A3BE2Ah:	31	32	34	00
01A3BE2Bh:	31	2C	34	00
01A3BE2Ch:	31	30	36	01
01A3BE2Fh:	31	30	2C	00
01A3BE30h:	31	30	2D	1A
01A3BE32h:	31	37	2E	02
01A3BE34h:	31	2C	39	00
01A3BE36h:	32	31	30	00
01A3BE37h:	31	2C	30	88
01A3BE3Eh:	31	2E	2C	8D
01A3BE41h:	31	33	2C	C5
01A3BE43h:	31	35	2C	02
01A3BE46h:	32	2D	31	00
01A3BE47h:	31	30	2C	00
01A3BE4Bh:	31	39	2C	00
01A3BE4Eh:	31	35	30	00
01A3BE55h:	31	2D	32	00
01A3BE57h:	31	2C	30	00
01A3BE58h:	31	2D	2C	00
01A3BE5Ah:	31	2E	2C	00
01A3BE5Bh:	31	38	2D	00
01A3BE5Dh:	31	37	2C	00
01A3BE60h:	31	33	30	00
01A3BE62h:	31	2D	30	00
01A3BE63h:	31	30	2C	00
01A3BE64h:	31	2E	30	01
01A3BE65h:	31	30	2C	01
01A3BE67h:	31	39	2C	00
01A3BE68h:	31	30	2D	03
01A3BE6Ah:	31	30	0D	02
01A3BE76h:	31	38	32	8D
01A3BE79h:	31	30	32	C5
01A3BEAEh:	31	35	32	8D
01A3BEB2h:	31	30	32	8D
01A3BEB9h:	31	35	32	00
01A3BEBBh:	31	2D	32	00
01A3BEBDh:	32	2C	31	00
01A3BEEEh:	32	30	31	00
01A3BF04h:	31	30	32	00
01A3BF0Bh:	32	33	31	00
01A3BF0Eh:	31	2C	32	00
01A3BF17h:	31	2C	32	88
01A3BF20h:	31	2D	32	60
01B93F86h:	10	65	30	00
01B97179h:	00	44	30	3B
01B9717Bh:	00	66	32	23
01B9717Dh:	00	6E	26	31
01B9717Fh:	00	64	31	33
01B97181h:	00	46	39	20
01B97182h:	72	6F	39	26
01B97183h:	00	75	3B	23
01B97185h:	00	3A	26	30
01B97187h:	00	26	31	37
01B97195h:	00	20	31	32
01B97197h:	00	23	37	26
01B97199h:	00	30	3B	31
01B9719Dh:	00	26	30	3B
01B9719Fh:	00	31	38	23
01B971A1h:	00	37	26	30
01B971A3h:	00	3B	31	32
01B971A5h:	00	23	37	3A
01B971A7h:	00	30	3B	25
01B971A9h:	00	33	23	73
01B971ABh:	00	26	30	61
01B971ADh:	00	31	35	65
01B971AFh:	00	38	26	76
01B971B1h:	00	3B	31	72
01B971B3h:	00	23	39	25
01B971B5h:	00	30	3B	26
01B971B7h:	00	30	20	31
01B971B9h:	00	26	23	37
01B971BBh:	00	31	30	3B
01B971BDh:	00	38	35	23
01B971BFh:	00	3B	26	30
01B971C1h:	00	26	31	34
01B971C3h:	00	31	39	26
01B971C5h:	00	38	3B	31
01B971C7h:	00	3B	23	37
01B971C9h:	00	23	30	3B
01B971CBh:	00	30	36	23
01B971CFh:	00	20	23	39
01B971D1h:	00	23	30	26
01B971D3h:	00	30	33	31
01B971D5h:	00	36	26	37
01B971D7h:	00	26	31	3B
01B971DDh:	00	3B	23	36
01B98CC9h:	00	44	31	23
01B98CCBh:	00	66	34	30
01B98CCDh:	00	6E	3B	35
01B98CCFh:	00	64	23	26
01B98CD1h:	00	46	30	31
01B98CD2h:	72	6F	38	30
01B98CD3h:	00	75	38	39
01B98CD5h:	00	3A	26	3B
01B98CD7h:	00	26	31	23
01B98CE5h:	00	20	31	26
01B98CE7h:	00	23	38	31
01B98CE9h:	00	30	3B	38
01B98CEBh:	00	39	23	3B
01B98CEDh:	00	26	30	23
01B98CF1h:	00	37	20	32
01B98CF3h:	00	3B	23	26
01B98CF5h:	00	23	30	31
01B98CF7h:	00	30	34	38
01B98CF9h:	00	33	26	3B
01B98CFBh:	00	26	31	23
01B98CFDh:	00	31	39	30
01B98CFFh:	00	38	3B	36
01B98D01h:	00	3B	23	26
01B98D03h:	00	23	30	31
01B98D05h:	00	30	37	38
01B98D07h:	00	30	26	3B
01B98D09h:	00	26	31	23
01B98D0Bh:	00	31	37	30
01B98D0Dh:	00	38	3B	32
01B98D0Fh:	00	3B	23	26
01B98D11h:	00	26	30	31
01B98D13h:	00	31	33	39
01B98D15h:	00	38	20	3B
01B98D19h:	00	23	30	31
01B98D1Bh:	00	30	36	31
01B98D25h:	00	36	23	26
01B98D27h:	00	26	30	31
01B98D2Bh:	00	37	26	3B
01B98D2Dh:	00	3B	31	23
01B98D33h:	00	35	23	26
01BB0F53h:	30	36	00	26
01BB0F5Bh:	30	37	00	23
01BB0F62h:	30	34	54	23
0201FD65h:	00	78	7B	FD
0201FD66h:	C0	00	03	FF
0201FDAAh:	00	81	06	01
0201FE5Dh:	00	78	48	33
0201FF10h:	00	08	85	20
0201FF84h:	00	03	38	40
0202003Dh:	78	00	60	23
02020076h:	00	02	DE	F8
020200DDh:	00	11	23	38
020200E2h:	00	C0	40	08
020200E3h:	00	7D	C6	78
020200E4h:	00	03	38	20
0202010Dh:	00	01	60	FB
0202010Fh:	00	03	0D	FF
020201ECh:	00	08	38	20
02020217h:	00	5C	0E	FF
02020218h:	00	03	57	01
0202025Dh:	78	23	00	01
0202031Fh:	00	FD	10	7B
02020320h:	00	FF	57	70
02020343h:	00	D4	84	78
0202035Bh:	00	FC	B2	7B
0202035Ch:	00	FF	04	F1
02020398h:	00	FF	04	A8
020203A8h:	00	08	56	C7
020203AEh:	00	06	C0	0A
020203D3h:	00	FA	03	7B
020203E4h:	00	08	F8	37
020203E5h:	00	78	01	FA
02020482h:	01	40	0A	00
0202049Fh:	00	01	BA	7B
020204B8h:	00	0A	FF	0F
020204CDh:	78	23	00	06
020204FFh:	00	AA	01	78
02020509h:	78	00	01	04
02020529h:	00	78	01	FD
0202053Ch:	00	07	04	20
0202058Fh:	00	FF	FD	7B
02020607h:	00	FF	24	7B
02020608h:	00	FF	01	BC
02020643h:	00	5C	2B	7B
02020644h:	00	03	01	35
02020661h:	00	03	78	19
02020691h:	00	0D	03	FB
0202070Fh:	00	90	38	78
0202071Ah:	00	01	06	08
02020769h:	00	78	7B	1E
02020772h:	00	21	01	59
02020782h:	40	03	0A	59
0202078Ch:	00	A4	08	01
020207A5h:	00	23	7B	06
0202086Ch:	00	03	FF	54
02020870h:	00	01	0A	03
0202087Dh:	00	01	78	34
0202088Eh:	00	83	E0	59
02020895h:	00	23	7B	C2
020208B3h:	00	C6	5D	01
020208B4h:	00	38	01	41
020208D2h:	01	00	7B	F8
020208E3h:	00	90	FB	23
02020924h:	00	03	0A	01
02020930h:	00	03	08	01
02020949h:	00	01	7B	2E
02020960h:	00	A4	0A	41
02020968h:	00	F8	01	C0
020209AFh:	00	90	01	23
02020A10h:	00	08	57	18
02020A2Ch:	00	03	0A	41
02020A34h:	00	02	01	C0
02020A38h:	00	03	08	C0
02020A3Eh:	00	40	10	01
02020A51h:	00	01	78	07
02020A63h:	00	04	BC	23
02020A68h:	00	A4	56	E4
02020A81h:	00	23	03	C6
02020AB0h:	00	02	38	04
02020AB1h:	00	60	0D	90
02020B18h:	00	08	01	03
02020B1Ah:	00	20	04	08
02020B3Bh:	00	9B	06	11
02020B40h:	00	03	08	04
02020B59h:	00	01	78	14
02020B70h:	00	A4	56	41
02020B8Eh:	00	40	E3	38
02020B8Fh:	00	C6	04	0D
02020C3Bh:	00	7C	AC	7A
02020C42h:	00	41	01	12
02020C43h:	00	9B	01	08
02020E7Fh:	00	A5	01	04
02020ED8h:	00	0A	FF	D4
02020ED9h:	00	78	FF	07
02020EEEh:	00	E1	10	04
02020F88h:	00	FF	02	03
02020F93h:	00	C7	14	11
02020FBEh:	01	40	98	00
02020FCFh:	00	01	10	02
02021036h:	01	00	A3	45
02021091h:	00	FF	60	40
0202109Bh:	00	CD	0D	07
02021113h:	00	D0	09	07
02021122h:	00	17	EF	01
02021292h:	00	88	10	1A
020212A3h:	00	2F	90	01
020212BCh:	00	02	0A	01
020212E1h:	00	03	7B	01
02021341h:	00	7B	78	40
02021359h:	00	78	7B	9F
02021443h:	00	02	5C	0F
020214D4h:	00	03	FF	04
02021543h:	00	1C	9C	18
0202165Ah:	00	16	05	09
0202166Fh:	00	17	BD	04
020274C9h:	C0	40	80	00
02AD4803h:	00	35	5F	67
03C657C7h:	00	36	64	3B
03C657DFh:	00	30	64	3B
03C65801h:	00	35	0C	20
03C71A63h:	30	32	75	53
03C71A65h:	30	31	74	5F
044D1CECh:	00	92	4C	62
044FBDB2h:	00	01	0B	AF
04505D96h:	00	01	C2	FF
04505DBEh:	00	60	B4	FF
04505DBFh:	00	B2	2A	FF
04505DC0h:	00	69	40	FF
0454EF3Ah:	80	E0	42	DC
0454EF3Ch:	C1	99	DC	42
0454EF56h:	00	C0	42	DC
0454EF62h:	00	80	42	DC
0454EF66h:	00	C0	42	DC
046B3B4Eh:	00	01	10	D2
046B3B9Fh:	00	FD	04	05
046B3BA1h:	00	15	04	06
046B417Fh:	00	66	05	BB
046B4180h:	00	6E	6D	2E
046B4181h:	00	C0	05	2B
046B4183h:	00	CC	05	3D
046B4184h:	00	AC	94	DF
046B4185h:	00	BF	05	D1
046B418Bh:	00	FF	05	BC
046B418Ch:	00	FF	6E	F9
046B418Dh:	00	FF	05	35
046B418Fh:	00	66	05	3F
046B4190h:	00	6E	95	E2
046B4191h:	00	C0	05	D3
046B41A2h:	00	CD	97	CC
046B41A3h:	00	CC	05	3D
046B41A4h:	00	AC	70	B8
046B41A5h:	00	BF	05	B4
046B41B0h:	00	58	71	A0
046B41B1h:	00	C0	05	5B
046B41BCh:	00	FF	72	77
046B41BDh:	00	FF	05	BE
0486FB75h:	62	37	36	01
048A811Bh:	00	6D	31	17
048A8137h:	00	74	31	17
048BB1DAh:	23	31	01	90
048BB1DBh:	31	30	01	17
048BB204h:	30	23	45	61
048BB93Ah:	31	23	61	54
048BB950h:	31	23	B6	F6
048BB951h:	30	31	59	5D
048BB955h:	26	3B	80	00
048BB956h:	23	26	10	00
048BB957h:	31	23	07	80
048BB958h:	30	31	7A	83
048BB95Bh:	3B	34	79	44
048BB95Ch:	26	3B	7A	65
048BB95Dh:	23	26	17	66
048BB95Eh:	31	23	88	69
048BB95Fh:	30	31	11	6E
048BB960h:	38	30	7A	65
048BB962h:	3B	32	43	5F
048BB963h:	26	3B	43	54
048BB966h:	30	31	00	52
048BB969h:	3B	33	17	59
048BB96Ah:	26	3B	6C	5F
048BB96Bh:	23	20	72	54
048BB96Ch:	31	26	65	41
048BB96Dh:	30	23	61	42
048BB96Fh:	35	30	79	4D
048BB970h:	3B	38	20	59
048BB971h:	26	30	48	5F
048BB972h:	23	3B	61	46
048BB973h:	31	26	76	52
048BB974h:	30	23	65	45
048BB975h:	38	31	20	45
048BB977h:	3B	37	00	54
048BB978h:	26	35	00	4F
048BB979h:	23	3B	00	55
048BB97Ah:	31	26	0F	52
048BB97Bh:	30	23	00	4E
048BB980h:	23	3B	92	52
048BB981h:	31	26	17	4F
048BBA21h:	30	31	00	4D
048BBA24h:	3B	33	00	45
048BBA25h:	26	3B	00	52
048BBA26h:	23	26	B0	52
048BBA27h:	31	23	65	4F
048BBA28h:	30	31	92	52
048BBA2Bh:	3B	32	00	17
048BBA2Ch:	26	3B	00	01
048BBA2Eh:	31	23	34	00
048BBA2Fh:	30	31	5B	00
048BBA32h:	3B	35	00	B6
048BBA33h:	26	3B	00	59
048BBA35h:	31	23	80	00
048BBA36h:	30	31	14	00
048BBA39h:	3B	32	44	08
048BBA3Ah:	26	3B	65	31
048BBA3Bh:	23	26	66	30
048BBA3Ch:	31	23	69	34
048BBA3Dh:	30	31	6E	32
048BBA40h:	3B	33	5F	23
048BBA41h:	26	3B	43	31
048BBA42h:	23	26	4F	30
048BBA43h:	31	23	4E	39
048BBA44h:	30	31	4E	39
048BBA47h:	3B	32	54	23
048BBA6Ah:	38	37	00	B6
048BBA77h:	30	31	11	17
048BBA7Bh:	26	20	4E	17
048BBA7Ch:	23	26	46	61
048BBA7Dh:	31	23	49	72
048BBA7Eh:	30	31	00	25
048BBA81h:	3B	30	17	0E
048BBA97h:	31	3B	66	00
048BBA98h:	30	00	92	08
048BBAACh:	31	33	7A	65
048BBB1Ah:	30	23	A8	7A
048BBB85h:	30	31	80	00
048BBC4Fh:	26	31	00	5F
048BBC50h:	23	30	00	47
048BBC51h:	31	39	00	41
048BBC52h:	30	35	0F	4D
048BBC56h:	26	31	70	00
048BBC57h:	23	30	9A	00
048BBC58h:	31	37	90	20
048BBC59h:	30	32	17	0C
048BBC5Ch:	3B	23	00	01
048BBC62h:	37	26	00	B6
048BBD72h:	26	23	01	7B
048BBD73h:	23	31	00	17
048BBD74h:	31	30	00	01
048BBD78h:	3B	26	B6	7D
048BBD99h:	38	37	65	45
048BBDA8h:	39	35	90	20
048BBDD6h:	23	67	00	54
048BBDDAh:	35	30	0F	00
048BBE18h:	31	23	90	A8
048BBE19h:	30	31	17	0D
048BBE1Ch:	3B	36	00	01
048BBE1Eh:	23	26	AA	00
048BBE1Fh:	31	23	5A	00
048BBE20h:	30	31	B6	48
048BBE23h:	3B	34	00	59
048BBE25h:	23	26	80	00
048BBE26h:	31	23	B9	00
048BBE27h:	30	31	05	80
048BBE29h:	36	37	17	07
048BBE2Ah:	3B	32	F8	7A
048BBE8Eh:	3B	39	B8	00
048BBEC4h:	25	23	00	01
048BBF12h:	30	31	4C	5F
048BBF13h:	38	30	41	53
048BBF15h:	3B	30	5F	48
048BBF16h:	26	3B	4E	4F
048BBF17h:	23	26	41	4F
048BBF18h:	31	23	52	4C
048BBF19h:	30	31	52	5F
048BBF1Ch:	3B	35	49	46
048BED4Fh:	00	74	45	5F
048BED65h:	63	65	80	00
048BED75h:	6E	63	44	4C
048BED79h:	6E	63	17	6A
0494AAFAh:	19	1F	3B	31
04958B72h:	37	39	0F	00
04958BFAh:	37	39	00	04
04958CE4h:	31	30	00	2E
04958CE6h:	37	32	00	30
0496BD41h:	61	3B	00	E3
0496BED0h:	2C	30	7B	2E
0496BED1h:	00	37	42	E3
0496BEE0h:	2C	32	73	65
0496BF50h:	30	3B	00	AD
0496BF51h:	2E	26	00	04
0496BF71h:	59	31	00	E3
0496BF77h:	00	23	02	80
0496BF90h:	2C	67	00	73
0496BF9Fh:	86	31	03	00
0496BFA0h:	BD	30	78	0F
0496BFA1h:	59	37	74	00
0496BFA5h:	80	23	78	5F
0496BFC0h:	2D	20	83	0C
0496BFC1h:	30	26	17	E3
0496BFC2h:	2E	23	00	7B
0496BFC8h:	2C	20	00	24
0496BFCAh:	2E	23	00	61
0496BFCDh:	39	38	00	5F
0496BFD0h:	2C	26	95	65
0496BFD1h:	30	23	15	63
0496C040h:	34	23	00	76
0496C0A1h:	17	23	61	00
0496C0ABh:	01	38	6C	00
04997417h:	31	5F	64	6E
04999098h:	5F	00	22	11
049E82FEh:	61	37	52	00
049F97FCh:	07	08	3B	00
049FA3BEh:	43	52	00	42
049FA3C0h:	65	45	76	6E
049FA483h:	00	5F	76	67
049FA484h:	00	4D	76	65
049FA487h:	00	4B	76	74
049FA48Bh:	00	4E	76	5F
049FA4D7h:	00	41	76	74
04A1AF12h:	00	35	45	44
04A1B502h:	00	53	6F	31
04A1B642h:	00	65	6C	31
04A324F4h:	00	61	30	4E
04A3348Fh:	39	04	D2	00
04A33497h:	00	04	26	80
04A3DF02h:	41	75	88	3A
04A3DF2Fh:	00	04	8B	17
04A3DF33h:	00	04	6E	17
04A3DF41h:	59	7C	17	6E
04A3DF7Dh:	00	04	5F	03
04A3FF95h:	35	3B	72	00
04A400D8h:	63	35	30	0F
04A57E4Dh:	00	31	39	30
04A57E4Fh:	00	37	20	32
04A57E51h:	00	3B	2C	58
04A57E53h:	00	23	2E	17
04A57E59h:	00	26	2C	8F
04A57E5Dh:	00	37	34	C6
04A57E5Fh:	00	3B	31	15
04A57E61h:	00	23	2C	FF
04A57E63h:	00	30	2C	FF
04A57E75h:	00	20	31	26
04A57E77h:	00	23	38	31
04A57E7Bh:	00	35	2C	17
04A57E85h:	00	26	30	C6
04A57E87h:	00	31	30	15
04A57E89h:	00	38	30	FF
04A57F45h:	31	30	2E	3B
04A57F5Ch:	30	39	32	0F
04A57F71h:	31	37	35	23
04A57F9Eh:	32	30	34	00
04A57FA4h:	30	31	2D	98
04A57FAFh:	04	3B	2E	88
04A57FBDh:	31	3B	28	37
04A57FC6h:	04	26	2E	05
04A57FDAh:	39	36	37	B0
04A5800Bh:	36	37	33	59
04A5800Dh:	30	3B	2C	34
04A58017h:	38	31	30	09
04A58046h:	32	30	31	05
04A58057h:	04	3B	2D	07
04A58065h:	31	3B	32	26
04A5806Eh:	04	26	39	00
04A580B0h:	30	23	0A	31
04A580BDh:	31	26	32	23
04A580C3h:	35	3B	2E	26
04A580FEh:	32	33	30	23
04A58104h:	04	38	0A	26
04A58116h:	30	26	61	00
04A5811Ch:	31	3B	72	34
04A5812Bh:	30	3B	38	31
04A5813Ah:	30	26	35	3B
04A58181h:	00	6C	23	3B
04A58185h:	00	23	37	32
04A5818Bh:	00	26	38	59
04A5818Fh:	00	37	23	88
04A58191h:	00	3B	30	23
04A58195h:	00	31	26	38
04A58197h:	00	37	31	26
04A58199h:	00	3B	38	31
04A5819Bh:	00	23	3B	37
04A5819Dh:	00	30	23	3B
04A581A3h:	00	31	26	38
04A581A9h:	59	23	3B	37
04A581ABh:	00	30	23	3B
04A581ACh:	00	38	31	26
04A581ADh:	80	30	31	23
04A581B3h:	00	39	23	26
04A581B5h:	00	3B	30	31
04A581B7h:	00	23	31	39
04A581B9h:	00	30	26	3B
04A581BBh:	00	36	31	23
04A581BDh:	00	20	39	30
04A581BFh:	00	23	3B	37
04A581C1h:	00	30	23	20
04A581C3h:	00	35	30	23
04A581C5h:	00	26	32	30
04A581CBh:	00	3B	38	31
04A581D3h:	00	3B	30	31
04A581DBh:	00	26	3B	30
04A581DFh:	00	38	30	26
04A581E1h:	00	3B	37	31
04A581E3h:	00	23	20	38
04A581E5h:	00	30	23	3B
04A581E7h:	00	36	30	23
04A581E9h:	00	26	34	31
04A581EBh:	00	31	20	30
04A581EDh:	00	37	23	26
04A581F3h:	00	30	26	3B
04A581F7h:	00	20	37	30
04A581F9h:	00	23	3B	30
04A581FFh:	00	26	38	80
04A58201h:	00	31	26	7E
04A58202h:	31	30	23	AE
04A58203h:	00	37	31	59
04A5820Bh:	00	38	52	30
04A58214h:	00	21	26	38
04A58229h:	00	6C	26	36
04A5822Bh:	00	20	31	26
04A5822Dh:	00	23	38	31
04A5822Fh:	00	30	3B	37
04A58231h:	00	33	23	3B
04A58233h:	00	26	30	23
04A58235h:	00	31	33	30
04A58237h:	00	37	26	36
04A58239h:	00	3B	31	26
04A5823Bh:	00	26	38	31
04A5823Dh:	00	31	3B	38
04A5823Fh:	00	37	23	3B
04A58241h:	00	3B	30	23
04A58243h:	00	23	36	30
04A58245h:	00	30	26	35
04A5824Bh:	00	31	3B	38
04A58254h:	00	38	23	3B
04A58255h:	80	30	31	26
04A58257h:	00	26	38	31
04A5825Bh:	00	39	26	3B
04A5825Dh:	00	3B	31	23
04A5825Fh:	00	23	37	30
04A58261h:	00	30	3B	39
04A58263h:	00	36	23	26
04A58265h:	00	20	30	31
04A5826Bh:	00	35	31	5F
04A5826Fh:	00	31	3B	25
04A58279h:	00	38	31	7E
04A5827Bh:	00	3B	30	59
04A5827Dh:	00	23	3B	28
04A5829Fh:	00	20	44	26
04A582A1h:	00	23	39	31
04A582A3h:	00	30	46	39
04A582A5h:	00	36	43	3B
04A582A6h:	61	3B	45	3C
04A582A9h:	00	31	44	3E
04A582AAh:	65	30	44	26
04A582ABh:	00	37	34	23
04A582ADh:	00	3B	39	30
04A582B3h:	00	38	37	31
04A582B8h:	A1	30	00	26
04A582B9h:	59	37	02	23
04A582BBh:	00	3B	79	30
04A582D3h:	00	20	33	3B
04A582D9h:	00	33	39	35
04A582EFh:	00	32	39	80
04A582F1h:	00	26	20	7E
04A582F3h:	00	31	23	59
04A582F5h:	00	37	30	B6
04A582F7h:	00	3B	31	88
04A582F9h:	00	23	26	20
04A582FBh:	00	30	31	20
04A582FDh:	00	30	37	23
04A58303h:	00	39	30	26
04A58307h:	00	23	26	38
04A5830Bh:	00	36	37	23
04A5830Ch:	00	3B	32	31
04A58313h:	00	35	30	31
04A58319h:	00	38	30	23
04A58345h:	00	36	38	32
04A58347h:	00	20	3B	26
04A5834Dh:	00	36	32	3B
04A5834Fh:	00	26	20	23
04A58351h:	00	31	23	30
04A58352h:	2C	30	31	38
04A58355h:	00	3B	39	26
04A58359h:	59	30	31	38
04A5835Bh:	00	38	37	3B
04A5835Dh:	80	26	3B	EA
04A5835Fh:	00	31	23	80
04A58379h:	00	6C	39	31
04A5837Bh:	00	20	26	39
04A5837Dh:	00	23	31	3B
04A5837Fh:	00	30	39	23
04A58381h:	00	33	3B	30
04A58383h:	00	26	23	33
04A58385h:	00	31	30	26
04A5838Bh:	00	26	31	3B
04A5838Fh:	00	37	3B	30
04A58391h:	00	3B	23	38
04A58393h:	00	23	30	26
04A58397h:	00	32	2C	38
04A58399h:	00	26	42	3B
04A5839Bh:	00	31	3E	23
04A5839Dh:	00	37	23	30
04A583A3h:	00	30	26	31
04A583A7h:	00	26	37	3B
04A583B1h:	59	30	26	23
04A583B3h:	00	36	31	30
04A583B4h:	00	3B	30	38
04A583B5h:	80	20	38	30
04A583BBh:	00	35	30	37
04A583BCh:	00	3B	38	36
04A583C3h:	00	3B	39	38
04A583CBh:	00	3B	37	35
04A583D1h:	59	36	30	38
04A583D3h:	00	26	32	3B
04A583D4h:	00	23	3B	26
04A583D5h:	80	31	26	23
04A583D7h:	00	38	31	30
04A583D8h:	2C	35	30	39
04A583D9h:	00	3B	38	39
04A583DFh:	00	36	30	80
04A583E1h:	00	26	36	7E
04A583E3h:	00	31	26	59
04A583E5h:	00	37	31	FD
04A583EFh:	00	20	32	26
04A583F1h:	00	23	26	31
04A583F3h:	00	30	31	37
04A583F5h:	00	36	39	3B
04A583FBh:	00	37	23	38
04A58403h:	00	38	31	3B
04A58407h:	00	31	3B	30
04A58409h:	00	37	23	30
04A5840Bh:	00	3B	30	26
04A58421h:	00	6C	52	3B
04A58423h:	00	20	26	23
04A58425h:	00	23	31	30
04A5842Bh:	00	26	23	31
04A58433h:	00	26	31	30
04A58437h:	00	37	3B	26
04A58439h:	00	3B	23	31
04A5843Bh:	00	23	30	38
04A5843Dh:	00	30	38	3B
04A58443h:	00	31	38	32
04A58449h:	00	23	30	38
04A5844Bh:	00	30	39	3B
04A5844Dh:	00	30	26	23
04A5844Fh:	00	26	31	30
04A58451h:	00	31	39	30
04A58455h:	00	3B	20	01
04A5845Bh:	00	36	33	30
04A5845Dh:	00	20	26	34
04A58463h:	00	35	3B	37
04A5846Bh:	00	3B	26	35
04A58475h:	80	23	30	01
04A5847Fh:	00	38	3B	2E
04A58483h:	00	23	30	2A
04A58485h:	00	30	37	79
04A58489h:	59	26	23	13
04A5848Ch:	00	30	38	F8
04A5848Dh:	80	37	32	FD
04A5849Fh:	00	26	31	88
04A584A1h:	00	31	38	11
04A584A3h:	00	37	3B	17
04A584A5h:	00	3B	23	EC
04A584B1h:	59	37	3B	65
04A584B4h:	00	21	26	20
04A584B5h:	80	00	23	6C
04A60818h:	5F	37	39	30
04A68ECFh:	00	04	8B	30
04A68ED3h:	00	04	30	59
04A68ED5h:	00	04	88	30
04A68ED9h:	00	04	17	42
04A68EDBh:	00	04	EB	17
04A68F31h:	00	04	54	4E
04A68F34h:	65	3D	4E	42
04A75E4Ah:	33	31	00	95
04AC7ADFh:	00	87	64	17
04B5DF10h:	6C	32	00	AA
04B5DF18h:	72	3B	00	29
04B81399h:	00	30	59	2F
04B8139Fh:	00	31	0C	80
04B81591h:	00	31	59	2F
04B815C8h:	6F	3B	8E	9F
04B81671h:	00	37	59	2F
04B81677h:	00	31	0C	80
04D700AEh:	36	65	30	31
04D701B5h:	30	37	36	00
04D701DEh:	36	65	32	31
04D70273h:	00	6C	38	32
04D70281h:	00	38	04	30
04D70283h:	00	3B	02	26
04D7028Bh:	00	26	37	23
04D70293h:	00	23	20	31
04D70295h:	00	30	23	38
04D70298h:	B5	3B	35	20
04D7029Dh:	80	38	31	35
04D702A1h:	00	26	3B	23
04D702A3h:	00	31	26	30
04D702A5h:	00	39	31	38
04D702A7h:	00	3B	37	26
04D702A9h:	00	23	3B	31
04D702ABh:	00	30	23	38
04D702ADh:	00	32	30	3B
04D702AFh:	00	26	32	23
04D702B1h:	00	31	26	30
04D702B5h:	00	3B	37	26
04D702BBh:	00	39	30	3B
04D702BFh:	00	31	26	30
04D702C1h:	00	37	31	36
04D702C3h:	00	3B	39	26
04D702C5h:	00	23	3B	31
04D702C7h:	00	30	23	38
04D702CBh:	00	26	36	23
04D702D3h:	00	26	35	31
04D702D7h:	00	38	31	3B
04D702DBh:	00	23	3B	31
04D702E3h:	00	31	3B	59
04D702E7h:	00	3B	30	80
04D702E9h:	00	23	36	06
04D702EBh:	00	30	26	59
04D702EFh:	00	02	38	88
04D720A7h:	00	33	3B	39
04D720BFh:	00	04	20	26
04D720C7h:	00	04	26	23
04D720CDh:	00	04	3B	20
04D720D9h:	00	04	39	38
04D720E2h:	00	23	30	3B
04D720EBh:	00	30	26	23
04D720EFh:	00	26	38	32
04D720F0h:	00	23	38	3B
04D720F1h:	00	31	3B	26
04D720F3h:	00	38	23	31
04D720F4h:	00	32	31	30
04D720F5h:	00	3B	30	38
04D720F7h:	00	23	35	3B
04D9CA3Eh:	53	26	AC	65
04D9CA70h:	65	00	0C	20
04D9CA89h:	6C	30	00	6F
04D9E333h:	00	04	38	59
04D9E338h:	00	40	66	42
04D9E339h:	00	04	61	75
04D9E33Ah:	00	34	75	74
04D9E33Bh:	00	04	6C	74
04D9E3A9h:	00	7C	59	56
05FBCF3Ah:	18	1A	00	CA
05FC5EFDh:	88	80	00	B3
06008F1Eh:	00	50	64	AA
06008F1Fh:	00	06	07	19
060208BEh:	00	B4	CC	54
060208BFh:	00	02	CC	24
06E0858Eh:	B9	46	00	E8
06E086EFh:	19	78	00	3E
06E08809h:	3D	3C	BC	19
06E0891Eh:	2D	BF	00	64
06E08A49h:	3D	3C	BA	EF
06E08A4Fh:	BF	05	00	3E
06E08A5Eh:	2D	0B	00	B4
06E08A6Ah:	F8	4D	00	61
06E08BCEh:	EE	AC	33	C3
06E08D62h:	8F	02	00	1C
06E08EEBh:	1B	9E	AF	3F
06E08F10h:	2C	32	0D	7E
06E08F1Bh:	CB	FE	B3	BD
06E0906Bh:	1B	9E	A1	3E
06E0911Eh:	CB	BF	00	30
06E0916Bh:	1B	9E	8D	BF
06E092EAh:	BE	D7	6E	DD
06E092EBh:	1B	9E	16	BE
06E09375h:	3E	3D	BE	A9
06E0937Dh:	3D	3C	3F	C1
06E09395h:	3E	3D	BF	62
06E093D5h:	3E	3D	BF	52
